0.100000	0.005143
0.200000	0.004095
0.300000	0.003483
0.400000	0.002987
0.500000	0.002604
0.600000	0.002484
0.700000	0.002786
0.800000	0.003486
0.900000	0.004445
1.000000	0.005544
1.100000	0.006701
1.200000	0.007862
1.300000	0.008983
1.400000	0.010028
1.500000	0.010964
1.600000	0.011767
1.700000	0.012414
1.800000	0.012887
1.900000	0.013175
2.000000	0.013268
2.100000	0.013166
2.200000	0.012871
2.300000	0.012390
2.400000	0.011736
2.500000	0.010928
2.600000	0.009986
2.700000	0.008938
2.800000	0.007815
2.900000	0.006653
3.000000	0.005497
3.100000	0.004404
3.200000	0.003454
3.300000	0.002769
3.400000	0.002485
3.500000	0.002611
3.600000	0.002973
3.700000	0.003382
3.800000	0.003726
3.900000	0.003949
4.000000	0.004024
4.100000	0.003942
4.200000	0.003713
4.300000	0.003363
4.400000	0.002953
4.500000	0.002596
4.600000	0.002484
4.700000	0.002787
4.800000	0.003487
4.900000	0.004446
5.000000	0.005544
5.100000	0.006701
5.200000	0.007862
5.300000	0.008983
5.400000	0.010028
5.500000	0.010964
5.600000	0.011767
5.700000	0.012414
5.800000	0.012887
5.900000	0.013175
6.000000	0.013268
6.100000	0.013166
6.200000	0.012871
6.300000	0.012390
6.400000	0.011736
6.500000	0.010928
6.600000	0.009986
6.700000	0.008938
6.800000	0.007815
6.900000	0.006653
7.000000	0.005497
7.100000	0.004404
7.200000	0.003454
7.300000	0.002769
7.400000	0.002485
7.500000	0.002611
7.600000	0.002973
7.700000	0.003382
7.800000	0.003726
7.900000	0.003949
8.000000	0.004024
8.100000	0.003942
8.200000	0.003713
8.300000	0.003363
8.400000	0.002953
8.500000	0.002596
8.600000	0.002484
8.700000	0.002787
8.800000	0.003487
8.900000	0.004446
9.000000	0.005544
9.100000	0.006701
9.200000	0.007862
9.300000	0.008983
9.400000	0.010028
9.500000	0.010964
9.600000	0.011767
9.700000	0.012414
9.800000	0.012887
9.900000	0.013175
10.000000	0.013268
