0.100000	0.000102
0.200000	0.000026
0.300000	0.000011
0.400000	0.000016
0.500000	0.000018
0.600000	0.000019
0.700000	0.000019
0.800000	0.000019
0.900000	0.000019
1.000000	0.000019
1.100000	0.000019
1.200000	0.000019
1.300000	0.000019
1.400000	0.000019
1.500000	0.000019
1.600000	0.000019
1.700000	0.000019
1.800000	0.000019
1.900000	0.000019
2.000000	0.000019
2.100000	0.000019
2.200000	0.000019
2.300000	0.000019
2.400000	0.000019
2.500000	0.000019
2.600000	0.000019
2.700000	0.000019
2.800000	0.000019
2.900000	0.000019
3.000000	0.000019
3.100000	0.000019
3.200000	0.000019
3.300000	0.000019
3.400000	0.000019
3.500000	0.000019
3.600000	0.000019
3.700000	0.000019
3.800000	0.000019
3.900000	0.000019
4.000000	0.000019
4.100000	0.000019
4.200000	0.000019
4.300000	0.000019
4.400000	0.000019
4.500000	0.000019
4.600000	0.000019
4.700000	0.000019
4.800000	0.000019
4.900000	0.000019
5.000000	0.000019
5.100000	0.000019
5.200000	0.000019
5.300000	0.000019
5.400000	0.000019
5.500000	0.000019
5.600000	0.000019
5.700000	0.000019
5.800000	0.000019
5.900000	0.000019
6.000000	0.000019
6.100000	0.000019
6.200000	0.000019
6.300000	0.000019
6.400000	0.000019
6.500000	0.000019
6.600000	0.000019
6.700000	0.000019
6.800000	0.000019
6.900000	0.000019
7.000000	0.000019
7.100000	0.000019
7.200000	0.000019
7.300000	0.000019
7.400000	0.000019
7.500000	0.000019
7.600000	0.000019
7.700000	0.000019
7.800000	0.000019
7.900000	0.000019
8.000000	0.000019
8.100000	0.000019
8.200000	0.000019
8.300000	0.000019
8.400000	0.000019
8.500000	0.000019
8.600000	0.000019
8.700000	0.000019
8.800000	0.000019
8.900000	0.000019
9.000000	0.000019
9.100000	0.000019
9.200000	0.000019
9.300000	0.000019
9.400000	0.000019
9.500000	0.000019
9.600000	0.000019
9.700000	0.000019
9.800000	0.000019
9.900000	0.000019
10.000000	0.000019
