0.100000	0.003145
0.200000	0.002224
0.300000	0.001691
0.400000	0.001300
0.500000	0.001000
0.600000	0.000769
0.700000	0.000593
0.800000	0.000459
0.900000	0.000358
1.000000	0.000285
1.100000	0.000233
1.200000	0.000198
1.300000	0.000176
1.400000	0.000162
1.500000	0.000153
1.600000	0.000148
1.700000	0.000144
1.800000	0.000141
1.900000	0.000139
2.000000	0.000136
2.100000	0.000134
2.200000	0.000131
2.300000	0.000128
2.400000	0.000125
2.500000	0.000122
2.600000	0.000120
2.700000	0.000117
2.800000	0.000114
2.900000	0.000111
3.000000	0.000109
3.100000	0.000106
3.200000	0.000103
3.300000	0.000101
3.400000	0.000099
3.500000	0.000097
3.600000	0.000094
3.700000	0.000092
3.800000	0.000090
3.900000	0.000088
4.000000	0.000086
4.100000	0.000085
4.200000	0.000083
4.300000	0.000081
4.400000	0.000080
4.500000	0.000078
4.600000	0.000077
4.700000	0.000075
4.800000	0.000074
4.900000	0.000073
5.000000	0.000071
5.100000	0.000070
5.200000	0.000069
5.300000	0.000068
5.400000	0.000067
5.500000	0.000066
5.600000	0.000065
5.700000	0.000064
5.800000	0.000063
5.900000	0.000062
6.000000	0.000061
6.100000	0.000060
6.200000	0.000059
6.300000	0.000058
6.400000	0.000057
6.500000	0.000057
6.600000	0.000056
6.700000	0.000055
6.800000	0.000054
6.900000	0.000054
7.000000	0.000053
7.100000	0.000052
7.200000	0.000052
7.300000	0.000051
7.400000	0.000050
7.500000	0.000050
7.600000	0.000049
7.700000	0.000048
7.800000	0.000048
7.900000	0.000047
8.000000	0.000047
8.100000	0.000046
8.200000	0.000046
8.300000	0.000045
8.400000	0.000045
8.500000	0.000044
8.600000	0.000044
8.700000	0.000043
8.800000	0.000043
8.900000	0.000042
9.000000	0.000042
9.100000	0.000042
9.200000	0.000041
9.300000	0.000041
9.400000	0.000040
9.500000	0.000040
9.600000	0.000040
9.700000	0.000039
9.800000	0.000039
9.900000	0.000038
10.000000	0.000038
