0.000000	0.000000	0.499975
0.010000	0.000000	0.302303
0.020000	0.000000	0.209328
0.030000	0.000000	0.158420
0.040000	0.000000	0.127039
0.050000	0.000000	0.105933
0.060000	0.000000	0.090809
0.070000	0.000000	0.079451
0.080000	0.000000	0.070613
0.090000	0.000000	0.063542
0.100000	0.000000	0.057757
0.110000	0.000000	0.052939
0.120000	0.000000	0.048864
0.130000	0.000000	0.045375
0.140000	0.000000	0.042355
0.150000	0.000000	0.039716
0.160000	0.000000	0.037393
0.170000	0.000000	0.035333
0.180000	0.000000	0.033495
0.190000	0.000000	0.031847
0.200000	0.000000	0.030362
0.210000	0.000000	0.029018
0.220000	0.000000	0.027799
0.230000	0.000000	0.026688
0.240000	0.000000	0.025674
0.250000	0.000000	0.024745
0.260000	0.000000	0.023895
0.270000	0.000000	0.023113
0.280000	0.000000	0.022395
0.290000	0.000000	0.021734
0.300000	0.000000	0.021126
0.310000	0.000000	0.020566
0.320000	0.000000	0.020051
0.330000	0.000000	0.019577
0.340000	0.000000	0.019142
0.350000	0.000000	0.018743
0.360000	0.000000	0.018378
0.370000	0.000000	0.018045
0.380000	0.000000	0.017743
0.390000	0.000000	0.017469
0.400000	0.000000	0.017223
0.410000	0.000000	0.017004
0.420000	0.000000	0.016810
0.430000	0.000000	0.016640
0.440000	0.000000	0.016495
0.450000	0.000000	0.016373
0.460000	0.000000	0.016274
0.470000	0.000000	0.016197
0.480000	0.000000	0.016143
0.490000	0.000000	0.016110
0.500000	0.000000	0.016099
0.510000	0.000000	0.016110
0.520000	0.000000	0.016143
0.530000	0.000000	0.016197
0.540000	0.000000	0.016274
0.550000	0.000000	0.016373
0.560000	0.000000	0.016495
0.570000	0.000000	0.016640
0.580000	0.000000	0.016810
0.590000	0.000000	0.017004
0.600000	0.000000	0.017223
0.610000	0.000000	0.017469
0.620000	0.000000	0.017743
0.630000	0.000000	0.018045
0.640000	0.000000	0.018378
0.650000	0.000000	0.018743
0.660000	0.000000	0.019142
0.670000	0.000000	0.019577
0.680000	0.000000	0.020051
0.690000	0.000000	0.020566
0.700000	0.000000	0.021126
0.710000	0.000000	0.021734
0.720000	0.000000	0.022395
0.730000	0.000000	0.023113
0.740000	0.000000	0.023895
0.750000	0.000000	0.024745
0.760000	0.000000	0.025674
0.770000	0.000000	0.026688
0.780000	0.000000	0.027799
0.790000	0.000000	0.029018
0.800000	0.000000	0.030362
0.810000	0.000000	0.031847
0.820000	0.000000	0.033495
0.830000	0.000000	0.035333
0.840000	0.000000	0.037393
0.850000	0.000000	0.039716
0.860000	0.000000	0.042355
0.870000	0.000000	0.045375
0.880000	0.000000	0.048864
0.890000	0.000000	0.052939
0.900000	0.000000	0.057757
0.910000	0.000000	0.063542
0.920000	0.000000	0.070613
0.930000	0.000000	0.079451
0.940000	0.000000	0.090809
0.950000	0.000000	0.105933
0.960000	0.000000	0.127039
0.970000	0.000000	0.158420
0.980000	0.000000	0.209328
0.990000	0.000000	0.302303
1.000000	0.000000	0.499975
0.000000	0.010000	0.697608
0.010000	0.010000	0.499918
0.020000	0.010000	0.376599
0.030000	0.010000	0.297324
0.040000	0.010000	0.243813
0.050000	0.010000	0.205894
0.060000	0.010000	0.177862
0.070000	0.010000	0.156394
0.080000	0.010000	0.139470
0.090000	0.010000	0.125807
0.100000	0.010000	0.114558
0.110000	0.010000	0.105143
0.120000	0.010000	0.097153
0.130000	0.010000	0.090291
0.140000	0.010000	0.084338
0.150000	0.010000	0.079128
0.160000	0.010000	0.074533
0.170000	0.010000	0.070454
0.180000	0.010000	0.066811
0.190000	0.010000	0.063541
0.200000	0.010000	0.060593
0.210000	0.010000	0.057923
0.220000	0.010000	0.055499
0.230000	0.010000	0.053290
0.240000	0.010000	0.051272
0.250000	0.010000	0.049425
0.260000	0.010000	0.047731
0.270000	0.010000	0.046174
0.280000	0.010000	0.044744
0.290000	0.010000	0.043427
0.300000	0.010000	0.042215
0.310000	0.010000	0.041099
0.320000	0.010000	0.040072
0.330000	0.010000	0.039127
0.340000	0.010000	0.038259
0.350000	0.010000	0.037464
0.360000	0.010000	0.036736
0.370000	0.010000	0.036071
0.380000	0.010000	0.035468
0.390000	0.010000	0.034922
0.400000	0.010000	0.034431
0.410000	0.010000	0.033993
0.420000	0.010000	0.033606
0.430000	0.010000	0.033269
0.440000	0.010000	0.032979
0.450000	0.010000	0.032735
0.460000	0.010000	0.032537
0.470000	0.010000	0.032384
0.480000	0.010000	0.032276
0.490000	0.010000	0.032210
0.500000	0.010000	0.032189
0.510000	0.010000	0.032210
0.520000	0.010000	0.032276
0.530000	0.010000	0.032384
0.540000	0.010000	0.032537
0.550000	0.010000	0.032735
0.560000	0.010000	0.032979
0.570000	0.010000	0.033269
0.580000	0.010000	0.033606
0.590000	0.010000	0.033993
0.600000	0.010000	0.034431
0.610000	0.010000	0.034922
0.620000	0.010000	0.035468
0.630000	0.010000	0.036071
0.640000	0.010000	0.036736
0.650000	0.010000	0.037464
0.660000	0.010000	0.038259
0.670000	0.010000	0.039127
0.680000	0.010000	0.040072
0.690000	0.010000	0.041099
0.700000	0.010000	0.042215
0.710000	0.010000	0.043427
0.720000	0.010000	0.044744
0.730000	0.010000	0.046174
0.740000	0.010000	0.047731
0.750000	0.010000	0.049425
0.760000	0.010000	0.051272
0.770000	0.010000	0.053290
0.780000	0.010000	0.055499
0.790000	0.010000	0.057923
0.800000	0.010000	0.060593
